product_vendor,product_name,product_canonical,api_provider_canonical,support_scope,model_name,aa_slug,aa_release_date,model_source,notes,product_url
Amazon,AWS Bedrock,amazon,deepseek,recent_6_months_models,DeepSeek V3.2 Exp (Reasoning),deepseek-v3-2-reasoning-0925,2025-09-29,aa_llm_models_processed_current,,https://docs.aws.amazon.com/bedrock/
Amazon,AWS Bedrock,amazon,deepseek,recent_6_months_models,DeepSeek V3.2 (Non-reasoning),deepseek-v3-2,2025-12-01,aa_llm_models_processed_current,,https://docs.aws.amazon.com/bedrock/
Amazon,AWS Bedrock,amazon,deepseek,recent_6_months_models,DeepSeek V3.2 (Reasoning),deepseek-v3-2-reasoning,2025-12-01,aa_llm_models_processed_current,,https://docs.aws.amazon.com/bedrock/
Amazon,AWS Bedrock,amazon,deepseek,recent_6_months_models,DeepSeek V3.2 Speciale,deepseek-v3-2-speciale,2025-12-01,aa_llm_models_processed_current,,https://docs.aws.amazon.com/bedrock/
Amazon,AWS Bedrock,amazon,meta,recent_6_months_models,,,,aa_llm_models_processed_current,no_model_found_in_current_snapshot,https://docs.aws.amazon.com/bedrock/
Amazon,AWS Bedrock,amazon,mistral,recent_6_months_models,Magistral Small 1.2,magistral-small-2509,2025-09-17,aa_llm_models_processed_current,,https://docs.aws.amazon.com/bedrock/
Amazon,AWS Bedrock,amazon,mistral,recent_6_months_models,Magistral Medium 1.2,magistral-medium-2509,2025-09-18,aa_llm_models_processed_current,,https://docs.aws.amazon.com/bedrock/
Amazon,AWS Bedrock,amazon,mistral,recent_6_months_models,Ministral 3 14B,ministral-3-14b,2025-12-02,aa_llm_models_processed_current,,https://docs.aws.amazon.com/bedrock/
Amazon,AWS Bedrock,amazon,mistral,recent_6_months_models,Ministral 3 3B,ministral-3-3b,2025-12-02,aa_llm_models_processed_current,,https://docs.aws.amazon.com/bedrock/
Amazon,AWS Bedrock,amazon,mistral,recent_6_months_models,Ministral 3 8B,ministral-3-8b,2025-12-02,aa_llm_models_processed_current,,https://docs.aws.amazon.com/bedrock/
Amazon,AWS Bedrock,amazon,mistral,recent_6_months_models,Mistral Large 3,mistral-large-3,2025-12-02,aa_llm_models_processed_current,,https://docs.aws.amazon.com/bedrock/
Amazon,AWS Bedrock,amazon,mistral,recent_6_months_models,Devstral 2,devstral-2,2025-12-09,aa_llm_models_processed_current,,https://docs.aws.amazon.com/bedrock/
Amazon,AWS Bedrock,amazon,mistral,recent_6_months_models,Devstral Small 2,devstral-small-2,2025-12-09,aa_llm_models_processed_current,,https://docs.aws.amazon.com/bedrock/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude Instant,claude-instant,2023-03-14,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 2.0,claude-2,2023-07-11,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 2.1,claude-21,2023-11-21,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 3 Haiku,claude-3-haiku,2024-03-04,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 3 Opus,claude-3-opus,2024-03-04,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 3 Sonnet,claude-3-sonnet,2024-03-04,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 3.5 Sonnet (June '24),claude-35-sonnet-june-24,2024-06-21,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 3.5 Haiku,claude-3-5-haiku,2024-10-22,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 3.5 Sonnet (Oct '24),claude-35-sonnet,2024-10-22,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 3.7 Sonnet (Non-reasoning),claude-3-7-sonnet,2025-02-24,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 3.7 Sonnet (Reasoning),claude-3-7-sonnet-thinking,2025-02-24,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 4 Opus (Non-reasoning),claude-4-opus,2025-05-22,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 4 Opus (Reasoning),claude-4-opus-thinking,2025-05-22,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 4 Sonnet (Non-reasoning),claude-4-sonnet,2025-05-22,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 4 Sonnet (Reasoning),claude-4-sonnet-thinking,2025-05-22,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 4.1 Opus (Non-reasoning),claude-4-1-opus,2025-08-05,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 4.1 Opus (Reasoning),claude-4-1-opus-thinking,2025-08-05,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 4.5 Sonnet (Non-reasoning),claude-4-5-sonnet,2025-09-29,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 4.5 Sonnet (Reasoning),claude-4-5-sonnet-thinking,2025-09-29,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 4.5 Haiku (Non-reasoning),claude-4-5-haiku,2025-10-15,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude 4.5 Haiku (Reasoning),claude-4-5-haiku-reasoning,2025-10-15,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude Opus 4.5 (Non-reasoning),claude-opus-4-5,2025-11-24,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,Claude Opus 4.5 (Reasoning),claude-opus-4-5-thinking,2025-11-24,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,"Claude Opus 4.6 (Adaptive Reasoning, Max Effort)",claude-opus-4-6-adaptive,2026-02-05,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,"Claude Opus 4.6 (Non-reasoning, High Effort)",claude-opus-4-6,2026-02-05,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",claude-sonnet-4-6-adaptive,2026-02-17,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,"Claude Sonnet 4.6 (Non-reasoning, High Effort)",claude-sonnet-4-6,2026-02-17,aa_llm_models_processed_current,,https://docs.anthropic.com/
Anthropic,Anthropic API,anthropic,anthropic,own_all_models,"Claude Sonnet 4.6 (Non-reasoning, Low Effort)",claude-sonnet-4-6-non-reasoning-low-effort,2026-02-17,aa_llm_models_processed_current,,https://docs.anthropic.com/
Volcengine,Ark API,bytedance,bytedance,own_all_models,Seed-OSS-36B-Instruct,seed-oss-36b-instruct,2025-08-20,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379
Volcengine,Ark API,bytedance,bytedance,own_all_models,Doubao Seed Code,doubao-seed-code,2025-11-11,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379
Volcengine,Ark API,bytedance,bytedance,own_all_models,Doubao Seed 2.0 lite (Reasoning),doubao-seed-2-0-lite,2026-02-15,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379
ByteDance (Volcengine),Ark Coding Plan,bytedance,bytedance,own_all_models,Seed-OSS-36B-Instruct,seed-oss-36b-instruct,2025-08-20,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,bytedance,own_all_models,Doubao Seed Code,doubao-seed-code,2025-11-11,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,bytedance,own_all_models,Doubao Seed 2.0 lite (Reasoning),doubao-seed-2-0-lite,2026-02-15,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,deepseek,recent_6_months_models,DeepSeek V3.1 Terminus (Non-reasoning),deepseek-v3-1-terminus,2025-09-22,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,deepseek,recent_6_months_models,DeepSeek V3.1 Terminus (Reasoning),deepseek-v3-1-terminus-reasoning,2025-09-22,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,deepseek,recent_6_months_models,DeepSeek V3.2 Exp (Non-reasoning),deepseek-v3-2-0925,2025-09-29,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,deepseek,recent_6_months_models,DeepSeek V3.2 Exp (Reasoning),deepseek-v3-2-reasoning-0925,2025-09-29,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,deepseek,recent_6_months_models,DeepSeek V3.2 (Non-reasoning),deepseek-v3-2,2025-12-01,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,deepseek,recent_6_months_models,DeepSeek V3.2 (Reasoning),deepseek-v3-2-reasoning,2025-12-01,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,deepseek,recent_6_months_models,DeepSeek V3.2 Speciale,deepseek-v3-2-speciale,2025-12-01,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,moonshot,recent_6_months_models,Kimi K2 0905,kimi-k2-0905,2025-09-05,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,moonshot,recent_6_months_models,Kimi Linear 48B A3B Instruct,kimi-linear-48b-a3b-instruct,2025-10-30,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,moonshot,recent_6_months_models,Kimi K2 Thinking,kimi-k2-thinking,2025-11-06,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,moonshot,recent_6_months_models,Kimi K2.5 (Non-reasoning),kimi-k2-5-non-reasoning,2026-01-27,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,moonshot,recent_6_months_models,Kimi K2.5 (Reasoning),kimi-k2-5,2026-01-27,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,z_ai,recent_6_months_models,GLM-4.6 (Non-reasoning),glm-4-6,2025-09-30,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,z_ai,recent_6_months_models,GLM-4.6 (Reasoning),glm-4-6-reasoning,2025-09-30,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,z_ai,recent_6_months_models,GLM-4.6V (Non-reasoning),glm-4-6v,2025-12-08,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,z_ai,recent_6_months_models,GLM-4.6V (Reasoning),glm-4-6v-reasoning,2025-12-08,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,z_ai,recent_6_months_models,GLM-4.7 (Non-reasoning),glm-4-7-non-reasoning,2025-12-22,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,z_ai,recent_6_months_models,GLM-4.7 (Reasoning),glm-4-7,2025-12-22,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,z_ai,recent_6_months_models,GLM-4.7-Flash (Non-reasoning),glm-4-7-flash-non-reasoning,2026-01-19,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,z_ai,recent_6_months_models,GLM-4.7-Flash (Reasoning),glm-4-7-flash,2026-01-19,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,z_ai,recent_6_months_models,GLM-5 (Non-reasoning),glm-5-non-reasoning,2026-02-11,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
ByteDance (Volcengine),Ark Coding Plan,bytedance,z_ai,recent_6_months_models,GLM-5 (Reasoning),glm-5,2026-02-11,aa_llm_models_processed_current,,https://www.volcengine.com/docs/82379/1925115
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,cohere,recent_6_months_models,Tiny Aya Global,tiny-aya-global,2026-02-17,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,deepseek,recent_6_months_models,DeepSeek V3.1 Terminus (Non-reasoning),deepseek-v3-1-terminus,2025-09-22,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,deepseek,recent_6_months_models,DeepSeek V3.1 Terminus (Reasoning),deepseek-v3-1-terminus-reasoning,2025-09-22,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,deepseek,recent_6_months_models,DeepSeek V3.2 Exp (Non-reasoning),deepseek-v3-2-0925,2025-09-29,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,deepseek,recent_6_months_models,DeepSeek V3.2 Exp (Reasoning),deepseek-v3-2-reasoning-0925,2025-09-29,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,deepseek,recent_6_months_models,DeepSeek V3.2 (Non-reasoning),deepseek-v3-2,2025-12-01,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,deepseek,recent_6_months_models,DeepSeek V3.2 (Reasoning),deepseek-v3-2-reasoning,2025-12-01,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,deepseek,recent_6_months_models,DeepSeek V3.2 Speciale,deepseek-v3-2-speciale,2025-12-01,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,meta,recent_6_months_models,,,,aa_llm_models_processed_current,no_model_found_in_current_snapshot,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,microsoft_azure,own_all_models,Phi-4 Mini Instruct,phi-4-mini,2024-02-26,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,microsoft_azure,own_all_models,Phi-3 Mini Instruct 3.8B,phi-3-mini,2024-04-23,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,microsoft_azure,own_all_models,Phi-4,phi-4,2024-12-12,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,microsoft_azure,own_all_models,Phi-4 Multimodal Instruct,phi-4-multimodal,2025-02-26,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,mistral,recent_6_months_models,Magistral Small 1.2,magistral-small-2509,2025-09-17,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,mistral,recent_6_months_models,Magistral Medium 1.2,magistral-medium-2509,2025-09-18,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,mistral,recent_6_months_models,Ministral 3 14B,ministral-3-14b,2025-12-02,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,mistral,recent_6_months_models,Ministral 3 3B,ministral-3-3b,2025-12-02,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,mistral,recent_6_months_models,Ministral 3 8B,ministral-3-8b,2025-12-02,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,mistral,recent_6_months_models,Mistral Large 3,mistral-large-3,2025-12-02,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,mistral,recent_6_months_models,Devstral 2,devstral-2,2025-12-09,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,mistral,recent_6_months_models,Devstral Small 2,devstral-small-2,2025-12-09,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,openai,recent_6_months_models,GPT-5 Codex (high),gpt-5-codex,2025-09-23,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,openai,recent_6_months_models,GPT-5.1 (Non-reasoning),gpt-5-1-non-reasoning,2025-11-13,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,openai,recent_6_months_models,GPT-5.1 (high),gpt-5-1,2025-11-13,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,openai,recent_6_months_models,GPT-5.1 Codex (high),gpt-5-1-codex,2025-11-13,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,openai,recent_6_months_models,GPT-5.1 Codex mini (high),gpt-5-1-codex-mini,2025-11-13,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,openai,recent_6_months_models,GPT-5.2 (Non-reasoning),gpt-5-2-non-reasoning,2025-12-11,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,openai,recent_6_months_models,GPT-5.2 (medium),gpt-5-2-medium,2025-12-11,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,openai,recent_6_months_models,GPT-5.2 (xhigh),gpt-5-2,2025-12-11,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,openai,recent_6_months_models,GPT-5.2 Codex (xhigh),gpt-5-2-codex,2025-12-11,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,xai,recent_6_months_models,Grok Code Fast 1,grok-code-fast-1,2025-08-28,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,xai,recent_6_months_models,Grok 4 Fast (Non-reasoning),grok-4-fast,2025-09-19,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,xai,recent_6_months_models,Grok 4 Fast (Reasoning),grok-4-fast-reasoning,2025-09-19,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,xai,recent_6_months_models,Grok 4.1 Fast (Non-reasoning),grok-4-1-fast,2025-11-19,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
Microsoft,Azure AI Foundry / Azure OpenAI,microsoft_azure,xai,recent_6_months_models,Grok 4.1 Fast (Reasoning),grok-4-1-fast-reasoning,2025-11-19,aa_llm_models_processed_current,,https://learn.microsoft.com/azure/ai-foundry/
