record_date,merge_key,match_confidence,has_aa,has_or,aa_name,aa_slug,or_name,or_id,or_canonical_slug,aa_idx,or_idx,match_score,match_key,match_reason,aa_primary_key,aa_id,aa_release_date,aa_median_output_tokens_per_second,aa_median_time_to_first_token_seconds,aa_median_time_to_first_answer_token,aa_source_endpoint,aa_model_creator_id,aa_model_creator_name,aa_model_creator_slug,aa_evaluations_artificial_analysis_intelligence_index,aa_evaluations_artificial_analysis_coding_index,aa_evaluations_artificial_analysis_math_index,aa_evaluations_mmlu_pro,aa_evaluations_gpqa,aa_evaluations_hle,aa_evaluations_livecodebench,aa_evaluations_scicode,aa_evaluations_math_500,aa_evaluations_aime,aa_evaluations_aime_25,aa_evaluations_ifbench,aa_evaluations_lcr,aa_evaluations_terminalbench_hard,aa_evaluations_tau2,aa_pricing_price_1m_blended_3_to_1,aa_pricing_price_1m_input_tokens,aa_pricing_price_1m_output_tokens,aa_elo,aa_rank,aa_ci95,aa_appearances,aa_aliases,aa_core_key,or_primary_key,or_hugging_face_id,or_created,or_description,or_context_length,or_per_request_limits,or_supported_parameters,or_expiration_date,or_architecture_modality,or_architecture_input_modalities,or_architecture_output_modalities,or_architecture_tokenizer,or_architecture_instruct_type,or_pricing_prompt,or_pricing_completion,or_pricing_image,or_pricing_audio,or_pricing_internal_reasoning,or_pricing_input_cache_read,or_pricing_input_cache_write,or_top_provider_context_length,or_top_provider_max_completion_tokens,or_top_provider_is_moderated,or_default_parameters_temperature,or_default_parameters_top_p,or_default_parameters_frequency_penalty,or_pricing_web_search,or_pricing_request,or_default_parameters,or_aliases,or_core_key
2026-02-23,gpt-5,medium,True,True,GPT-5 (ChatGPT),gpt-5-chatgpt,OpenAI: GPT-5 Chat,openai/gpt-5-chat,openai/gpt-5-chat-2025-08-07,204.0,180.0,9,gpt-5,core_name_exact,gpt-5-chatgpt,eab1492c-b853-4852-aa71-06b0ec2481c1,2025-08-07,202.07,0.53,0.53,llms/models,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,21.8,21.2,48.3,0.82,0.686,0.058,0.543,0.378,,,0.483,0.45,0.637,0.129,0.0,3.438,1.25,10.0,,,,,eab1492c-b853-4852-aa71-06b0ec2481c1|eab1492c-b853-aa71-06b0ec2481c1|gpt-5|gpt-5-chatgpt,gpt-5,openai/gpt-5-chat-2025-08-07,,1754587837.0,"GPT-5 Chat is designed for advanced, natural, multimodal, and context-aware conversations for enterprise applications.",128000.0,,"[""max_tokens"",""response_format"",""seed"",""structured_outputs""]",,text+image+file->text,"[""file"",""image"",""text""]","[""text""]",GPT,,0.00000125,0.00001,,,,0.000000125,,128000.0,16384.0,True,,,,0.01,,,gpt-5|gpt-5-chat|openai-gpt-5-chat|openai/gpt-5|openai/gpt-5-chat|openai/gpt-5-chat-08-07|openai/gpt-5-chat-2025-08-07,gpt-5
2026-02-23,gpt-5-codex,medium,True,True,GPT-5 Codex (high),gpt-5-codex,OpenAI: GPT-5 Codex,openai/gpt-5-codex,openai/gpt-5-codex,205.0,181.0,9,gpt-5-codex,core_name_exact,gpt-5-codex,5d11e7a1-4f70-4e5a-9364-e193761d6757,2025-09-23,373.187,12.813,12.813,llms/models,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,44.5,38.9,98.7,0.865,0.837,0.256,0.84,0.409,,,0.987,0.741,0.69,0.379,0.868,3.438,1.25,10.0,,,,,5d11e7a1-4f70-4e5a-9364-e193761d6757|5d11e7a1-4f70-4e5a-e193761d6757|gpt-5-codex|gpt-5-codex-high,gpt-5-codex,openai/gpt-5-codex,,1758643403.0,"GPT-5-Codex is a specialized version of GPT-5 optimized for software engineering and coding workflows. It is designed for both interactive development sessions and long, independent execution of complex engineering tasks. The model supports building projects from scratch, feature development, debugging, large-scale refactoring, and code review. Compared to GPT-5, Codex is more steerable, adheres closely to developer instructions, and produces cleaner, higher-quality code outputs. Reasoning effort can be adjusted with the `reasoning.effort` parameter. Read the [docs here](https://openrouter.ai/docs/use-cases/reasoning-tokens#reasoning-effort-level)

Codex integrates into developer environments including the CLI, IDE extensions, GitHub, and cloud tasks. It adapts reasoning effort dynamically—providing fast responses for small tasks while sustaining extended multi-hour runs for large projects. The model is trained to perform structured code reviews, catching critical flaws by reasoning over dependencies and validating behavior against tests. It also supports multimodal inputs such as images or screenshots for UI development and integrates tool use for search, dependency installation, and environment setup. Codex is intended specifically for agentic coding applications.",400000.0,,"[""include_reasoning"",""max_tokens"",""reasoning"",""response_format"",""seed"",""structured_outputs"",""tool_choice"",""tools""]",,text+image->text,"[""text"",""image""]","[""text""]",GPT,,0.00000125,0.00001,,,,0.000000125,,400000.0,128000.0,True,,,,,,,gpt-5-codex|openai-gpt-5-codex|openai/gpt-5-codex,gpt-5-codex
2026-02-23,gpt-5-mini,medium,True,True,GPT-5 mini (high),gpt-5-mini,OpenAI: GPT-5 Mini,openai/gpt-5-mini,openai/gpt-5-mini-2025-08-07,208.0,184.0,9,gpt-5-mini,core_name_exact,gpt-5-mini,29855680-7469-43eb-8b88-cd3fb1d99da3,2025-08-07,76.053,108.625,108.625,llms/models,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,41.0,35.3,90.7,0.837,0.828,0.197,0.838,0.392,,,0.907,0.754,0.68,0.333,0.684,0.688,0.25,2.0,,,,,29855680-7469-43eb-8b88-cd3fb1d99da3|43eb-8b88-cd3fb1d99da3|gpt-5-mini|gpt-5-mini-high,gpt-5-mini,openai/gpt-5-mini-2025-08-07,,1754587407.0,"GPT-5 Mini is a compact version of GPT-5, designed to handle lighter-weight reasoning tasks. It provides the same instruction-following and safety-tuning benefits as GPT-5, but with reduced latency and cost. GPT-5 Mini is the successor to OpenAI's o4-mini model.",400000.0,,"[""include_reasoning"",""max_tokens"",""reasoning"",""response_format"",""seed"",""structured_outputs"",""tool_choice"",""tools""]",,text+image+file->text,"[""text"",""image"",""file""]","[""text""]",GPT,,0.00000025,0.000002,,,,0.000000025,,400000.0,128000.0,True,,,,0.01,,,gpt-5-mini|openai-gpt-5-mini|openai/gpt-5-mini|openai/gpt-5-mini-08-07|openai/gpt-5-mini-2025-08-07,gpt-5-mini
2026-02-23,gpt-5-nano,medium,True,True,GPT-5 nano (high),gpt-5-nano,OpenAI: GPT-5 Nano,openai/gpt-5-nano,openai/gpt-5-nano-2025-08-07,212.0,185.0,9,gpt-5-nano,core_name_exact,gpt-5-nano,e18e5e6a-5a31-4c0b-b80b-ac401392f446,2025-08-07,142.961,108.484,108.484,llms/models,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,26.7,20.3,83.7,0.78,0.676,0.082,0.789,0.366,,,0.837,0.676,0.417,0.121,0.365,0.138,0.05,0.4,,,,,e18e5e6a-5a31-4c0b-b80b-ac401392f446|gpt-5-nano|gpt-5-nano-high,gpt-5-nano,openai/gpt-5-nano-2025-08-07,,1754587402.0,"GPT-5-Nano is the smallest and fastest variant in the GPT-5 system, optimized for developer tools, rapid interactions, and ultra-low latency environments. While limited in reasoning depth compared to its larger counterparts, it retains key instruction-following and safety features. It is the successor to GPT-4.1-nano and offers a lightweight option for cost-sensitive or real-time applications.",400000.0,,"[""include_reasoning"",""max_tokens"",""reasoning"",""response_format"",""seed"",""structured_outputs"",""tool_choice"",""tools""]",,text+image+file->text,"[""text"",""image"",""file""]","[""text""]",GPT,,0.00000005,0.0000004,,,,0.000000005,,400000.0,128000.0,True,,,,0.01,,,gpt-5-nano|openai-gpt-5-nano|openai/gpt-5-nano|openai/gpt-5-nano-08-07|openai/gpt-5-nano-2025-08-07,gpt-5-nano
2026-02-23,gpt-oss-120b,medium,True,True,gpt-oss-120B (high),gpt-oss-120b,OpenAI: gpt-oss-120b (free),openai/gpt-oss-120b:free,openai/gpt-oss-120b,215.0,198.0,9,gpt-oss-120b,core_name_exact,gpt-oss-120b,f0083258-8646-45b8-8082-7aaf6c2ea82a,2025-08-05,331.331,0.484,6.52,llms/models,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,33.3,28.6,93.4,0.808,0.782,0.185,0.878,0.389,,,0.934,0.69,0.507,0.235,0.658,0.263,0.15,0.6,,,,,f0083258-45b8-7aaf6c2ea82a|f0083258-8646-45b8-8082-7aaf6c2ea82a|gpt-oss-120b|gpt-oss-120b-high,gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b,1754414231.0,"gpt-oss-120b is an open-weight, 117B-parameter Mixture-of-Experts (MoE) language model from OpenAI designed for high-reasoning, agentic, and general-purpose production use cases. It activates 5.1B parameters per forward pass and is optimized to run on a single H100 GPU with native MXFP4 quantization. The model supports configurable reasoning depth, full chain-of-thought access, and native tool use, including function calling, browsing, and structured output generation.",131072.0,,"[""include_reasoning"",""max_tokens"",""reasoning"",""seed"",""stop"",""temperature"",""tool_choice"",""tools""]",,text->text,"[""text""]","[""text""]",GPT,,0,0,,,,,,131072.0,131072.0,True,,,,,,,free|gpt-oss-120b|gpt-oss-120b-free|gpt-oss-120bfree|openai-gpt-oss-120b-free|openai/gpt-oss-120b|openai/gpt-oss-120bfree,gpt-oss-120b
2026-02-23,gpt-oss-20b,medium,True,True,gpt-oss-20B (high),gpt-oss-20b,OpenAI: gpt-oss-20b (free),openai/gpt-oss-20b:free,openai/gpt-oss-20b,217.0,199.0,9,gpt-oss-20b,core_name_exact,gpt-oss-20b,36f73aaf-d38a-4b56-a2b3-d04d17186910,2025-08-05,322.807,0.46,6.655,llms/models,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,24.5,18.5,89.3,0.748,0.688,0.098,0.777,0.344,,,0.893,0.651,0.307,0.106,0.602,0.1,0.07,0.2,,,,,36f73aaf-d38a-4b56-a2b3-d04d17186910|gpt-oss-20b|gpt-oss-20b-high,gpt-oss-20b,openai/gpt-oss-20b,openai/gpt-oss-20b,1754414229.0,"gpt-oss-20b is an open-weight 21B parameter model released by OpenAI under the Apache 2.0 license. It uses a Mixture-of-Experts (MoE) architecture with 3.6B active parameters per forward pass, optimized for lower-latency inference and deployability on consumer or single-GPU hardware. The model is trained in OpenAI’s Harmony response format and supports reasoning level configuration, fine-tuning, and agentic capabilities including function calling, tool use, and structured outputs.",131072.0,,"[""include_reasoning"",""max_tokens"",""reasoning"",""seed"",""stop"",""temperature"",""tool_choice"",""tools""]",,text->text,"[""text""]","[""text""]",GPT,,0,0,,,,,,131072.0,131072.0,True,,,,,,,free|gpt-oss-20b|gpt-oss-20b-free|gpt-oss-20bfree|openai-gpt-oss-20b-free|openai/gpt-oss-20b|openai/gpt-oss-20bfree,gpt-oss-20b
2026-02-23,gpt4o,medium,True,True,GPT-4o (Nov '24),gpt-4o,OpenAI: GPT-4o,openai/gpt-4o,openai/gpt-4o,219.0,201.0,9,gpt4o,core_name_exact,gpt4o,c1045dc0-4fd3-4adb-9548-18763e0d051f,2024-11-20,176.461,0.498,0.498,llms/models,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,17.3,16.7,6.0,0.748,0.543,0.033,0.309,0.333,0.759,0.15,0.06,0.343,0.0,0.083,0.251,4.375,2.5,10.0,,,,,c1045dc0-4fd3-4adb-18763e0d051f|c1045dc0-4fd3-4adb-9548-18763e0d051f|gpt4o|gpt4o-nov-24,gpt4o,openai/gpt4o,,1715558400.0,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.

For benchmarking against other models, it was briefly called [""im-also-a-good-gpt2-chatbot""](https://twitter.com/LiamFedus/status/1790064963966370209)

#multimodal",128000.0,,"[""frequency_penalty"",""logit_bias"",""logprobs"",""max_tokens"",""presence_penalty"",""response_format"",""seed"",""stop"",""structured_outputs"",""temperature"",""tool_choice"",""tools"",""top_logprobs"",""top_p"",""web_search_options""]",,text+image+file->text,"[""text"",""image"",""file""]","[""text""]",GPT,,0.0000025,0.00001,,,,0.00000125,,128000.0,16384.0,True,,,,,,,gpt4o|openai-gpt4o|openai/gpt4o,gpt4o
2026-02-23,gpt4o,high,True,True,GPT-4o (May '24),gpt-4o-2024-05-13,OpenAI: GPT-4o (2024-05-13),openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13,220.0,202.0,11,gpt4o,core_name_exact,gpt4o-2024-05-13,e98e911e-9fb2-4a9a-826e-3d681d0cdca8,2024-05-13,128.978,0.509,0.509,llms/models,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,16.0,24.2,,0.74,0.526,0.028,0.334,0.309,0.791,0.11,,,,,,7.5,5.0,15.0,,,,,e98e911e-9fb2-4a9a-826e-3d681d0cdca8|gpt4o|gpt4o-05-13|gpt4o-2024-05-13|gpt4o-may-24,gpt4o,openai/gpt4o-2024-05-13,,1715558400.0,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.

For benchmarking against other models, it was briefly called [""im-also-a-good-gpt2-chatbot""](https://twitter.com/LiamFedus/status/1790064963966370209)

#multimodal",128000.0,,"[""frequency_penalty"",""logit_bias"",""logprobs"",""max_tokens"",""presence_penalty"",""response_format"",""seed"",""stop"",""structured_outputs"",""temperature"",""tool_choice"",""tools"",""top_logprobs"",""top_p"",""web_search_options""]",,text+image+file->text,"[""text"",""image"",""file""]","[""text""]",GPT,,0.000005,0.000015,,,,,,128000.0,4096.0,True,,,,,,,gpt4o|gpt4o-05-13|gpt4o-2024-05-13|openai-gpt4o-2024-05-13|openai/gpt4o-05-13|openai/gpt4o-2024-05-13,gpt4o
2026-02-23,gpt4o,high,True,True,GPT-4o (Aug '24),gpt-4o-2024-08-06,OpenAI: GPT-4o (2024-08-06),openai/gpt-4o-2024-08-06,openai/gpt-4o-2024-08-06,221.0,203.0,11,gpt4o,core_name_exact,gpt4o-2024-08-06,8c1be908-67b6-4cf4-ba08-83ddbe44fde3,2024-08-06,127.483,0.472,0.472,llms/models,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,18.8,16.6,,,0.521,0.029,0.317,0.331,0.795,0.117,,0.36,0.35,0.083,0.289,4.375,2.5,10.0,,,,,8c1be908-67b6-4cf4-ba08-83ddbe44fde3|gpt4o|gpt4o-08-06|gpt4o-2024-08-06|gpt4o-aug-24,gpt4o,openai/gpt4o-2024-08-06,,1722902400.0,"The 2024-08-06 version of GPT-4o offers improved performance in structured outputs, with the ability to supply a JSON schema in the respone_format. Read more [here](https://openai.com/index/introducing-structured-outputs-in-the-api/).

GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.

For benchmarking against other models, it was briefly called [""im-also-a-good-gpt2-chatbot""](https://twitter.com/LiamFedus/status/1790064963966370209)",128000.0,,"[""frequency_penalty"",""logit_bias"",""logprobs"",""max_tokens"",""presence_penalty"",""response_format"",""seed"",""stop"",""structured_outputs"",""temperature"",""tool_choice"",""tools"",""top_logprobs"",""top_p"",""web_search_options""]",,text+image+file->text,"[""text"",""image"",""file""]","[""text""]",GPT,,0.0000025,0.00001,,,,0.00000125,,128000.0,16384.0,False,,,,,,,gpt4o|gpt4o-08-06|gpt4o-2024-08-06|openai-gpt4o-2024-08-06|openai/gpt4o-08-06|openai/gpt4o-2024-08-06,gpt4o
2026-02-23,gpt4o,medium,True,True,GPT-4o (ChatGPT),gpt-4o-chatgpt,OpenAI: GPT-4o (2024-11-20),openai/gpt-4o-2024-11-20,openai/gpt-4o-2024-11-20,222.0,204.0,9,gpt4o,core_name_exact,gpt4o-chatgpt,b4784397-aa28-411b-b011-9c4331bfa9c8,2025-02-15,0.0,0.0,0.0,llms/models,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,14.1,,,0.773,0.511,0.037,,0.334,0.797,0.103,,,0.53,,,7.5,5.0,15.0,,,,,b4784397-aa28-411b-b011-9c4331bfa9c8|gpt4o|gpt4o-chatgpt,gpt4o,openai/gpt4o-2024-11-20,,1732127594.0,"The 2024-11-20 version of GPT-4o offers a leveled-up creative writing ability with more natural, engaging, and tailored writing to improve relevance & readability. It’s also better at working with uploaded files, providing deeper insights & more thorough responses.

GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as fast and 50% more cost-effective. GPT-4o also offers improved performance in processing non-English languages and enhanced visual capabilities.",128000.0,,"[""frequency_penalty"",""logit_bias"",""logprobs"",""max_tokens"",""presence_penalty"",""response_format"",""seed"",""stop"",""structured_outputs"",""temperature"",""tool_choice"",""tools"",""top_logprobs"",""top_p"",""web_search_options""]",,text+image+file->text,"[""text"",""image"",""file""]","[""text""]",GPT,,0.0000025,0.00001,,,,0.00000125,,128000.0,16384.0,True,,,,,,,gpt4o|gpt4o-11-20|gpt4o-2024-11-20|openai-gpt4o-2024-11-20|openai/gpt4o-11-20|openai/gpt4o-2024-11-20,gpt4o
2026-02-23,gpt4o-mini,high,True,True,GPT-4o mini,gpt-4o-mini,OpenAI: GPT-4o-mini,openai/gpt-4o-mini,openai/gpt-4o-mini,224.0,206.0,11,gpt4o-mini,core_name_exact,gpt4o-mini,b5c1c91a-7474-4409-9a9c-9c2ac45d9eb6,2024-07-18,53.793,0.439,0.439,llms/models,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,openai,12.6,,14.7,0.648,0.426,0.04,0.234,0.229,0.789,0.117,0.147,0.31,,,,0.263,0.15,0.6,,,,,b5c1c91a-7474-4409-9a9c-9c2ac45d9eb6|b5c1c91a-9a9c-9c2ac45d9eb6|gpt4o-mini,gpt4o-mini,openai/gpt4o-mini,,1721260800.0,"GPT-4o mini is OpenAI's newest model after [GPT-4 Omni](/models/openai/gpt-4o), supporting both text and image inputs with text outputs.

As their most advanced small model, it is many multiples more affordable than other recent frontier models, and more than 60% cheaper than [GPT-3.5 Turbo](/models/openai/gpt-3.5-turbo). It maintains SOTA intelligence, while being significantly more cost-effective.

GPT-4o mini achieves an 82% score on MMLU and presently ranks higher than GPT-4 on chat preferences [common leaderboards](https://arena.lmsys.org/).

Check out the [launch announcement](https://openai.com/index/gpt-4o-mini-advancing-cost-efficient-intelligence/) to learn more.

#multimodal",128000.0,,"[""frequency_penalty"",""logit_bias"",""logprobs"",""max_tokens"",""presence_penalty"",""response_format"",""seed"",""stop"",""structured_outputs"",""temperature"",""tool_choice"",""tools"",""top_logprobs"",""top_p"",""web_search_options""]",,text+image+file->text,"[""text"",""image"",""file""]","[""text""]",GPT,,0.00000015,0.0000006,,,,0.000000075,,128000.0,16384.0,True,,,,,,,gpt4o-mini|openai-gpt4o-mini|openai/gpt4o-mini,gpt4o-mini
2026-02-23,granite-40-micro,high,True,True,Granite 4.0 Micro,granite-4-0-micro,IBM: Granite 4.0 Micro,ibm-granite/granite-4.0-h-micro,ibm-granite/granite-4.0-h-micro,233.0,85.0,11,granite-40-micro,core_name_exact,granite-4-0-micro,1fc32894-1060-493b-af94-62bb1068555e,2025-09-22,0.0,0.0,0.0,llms/models,512ef1e4-e02e-4532-a5f2-d11a40962498,IBM,ibm,7.7,5.0,6.0,0.447,0.336,0.051,0.18,0.119,,,0.06,0.248,0.04,0.015,0.126,0.0,0.0,0.0,,,,,1fc32894-1060-493b-af94-62bb1068555e|1fc32894-493b-af94-62bb1068555e|granite-4-0-micro|granite-40-micro,granite-40-micro,ibm-granite/granite-40-h-micro,ibm-granite/granite-4.0-h-micro,1760927695.0,Granite-4.0-H-Micro is a 3B parameter from the Granite 4 family of models. These models are the latest in a series of models released by IBM. They are fine-tuned for long context tool calling. ,131000.0,,"[""frequency_penalty"",""max_tokens"",""presence_penalty"",""repetition_penalty"",""seed"",""temperature"",""top_k"",""top_p""]",,text->text,"[""text""]","[""text""]",Other,,0.000000017,0.00000011,,,,,,131000.0,,False,,,,,,,granite-40-h-micro|granite-40-micro|ibm-granite-40-micro|ibm-granite/granite-40-h-micro,granite-40-micro
2026-02-23,grok-3,high,True,True,Grok 3,grok-3,xAI: Grok 3,x-ai/grok-3,x-ai/grok-3,238.0,292.0,11,grok-3,core_name_exact,grok-3,2443ac9e-a3db-423d-accb-8963f6fb0a53,2025-02-19,68.926,0.751,0.751,llms/models,a1e3ddcf-d3e4-44a5-9e8f-029a69850875,xAI,xai,25.0,19.8,58.0,0.799,0.693,0.051,0.425,0.368,0.87,0.33,0.58,0.469,0.547,0.114,0.488,6.0,3.0,15.0,,,,,2443ac9e-a3db-423d-accb-8963f6fb0a53|grok-3,grok-3,x-ai/grok-3,,1749582908.0,"Grok 3 is the latest model from xAI. It's their flagship model that excels at enterprise use cases like data extraction, coding, and text summarization. Possesses deep domain knowledge in finance, healthcare, law, and science.

",131072.0,,"[""frequency_penalty"",""logprobs"",""max_tokens"",""presence_penalty"",""response_format"",""seed"",""stop"",""structured_outputs"",""temperature"",""tool_choice"",""tools"",""top_logprobs"",""top_p""]",,text->text,"[""text""]","[""text""]",Grok,,0.000003,0.000015,,,,0.00000075,,131072.0,,False,,,,0.005,,,grok-3|x-ai/grok-3|xai-grok-3,grok-3
2026-02-23,grok-4,high,True,True,Grok 4,grok-4,xAI: Grok 4,x-ai/grok-4,x-ai/grok-4-07-09,241.0,296.0,11,grok-4,core_name_exact,grok-4,5ea94a4a-55ac-4ea1-8898-2b3971e94af6,2025-07-10,43.168,12.915,12.915,llms/models,a1e3ddcf-d3e4-44a5-9e8f-029a69850875,xAI,xai,41.4,40.5,92.7,0.866,0.877,0.239,0.819,0.457,0.99,0.943,0.927,0.537,0.68,0.379,0.749,6.0,3.0,15.0,,,,,5ea94a4a-55ac-4ea1-2b3971e94af6|5ea94a4a-55ac-4ea1-8898-2b3971e94af6|grok-4,grok-4,x-ai/grok-4-07-09,,1752087689.0,"Grok 4 is xAI's latest reasoning model with a 256k context window. It supports parallel tool calling, structured outputs, and both image and text inputs. Note that reasoning is not exposed, reasoning cannot be disabled, and the reasoning effort cannot be specified. Pricing increases once the total tokens in a given request is greater than 128k tokens. See more details on the [xAI docs](https://docs.x.ai/docs/models/grok-4-0709)",256000.0,,"[""include_reasoning"",""logprobs"",""max_tokens"",""reasoning"",""response_format"",""seed"",""structured_outputs"",""temperature"",""tool_choice"",""tools"",""top_logprobs"",""top_p""]",,text+image->text,"[""image"",""text""]","[""text""]",Grok,,0.000003,0.000015,,,,0.00000075,,256000.0,,False,,,,0.005,,,grok-4|x-ai/grok-4|x-ai/grok-4-07-09|xai-grok-4,grok-4
2026-02-23,grok-41-fast,medium,True,True,Grok 4.1 Fast (Non-reasoning),grok-4-1-fast,xAI: Grok 4.1 Fast,x-ai/grok-4.1-fast,x-ai/grok-4.1-fast,242.0,298.0,9,grok-41-fast,core_name_exact,grok-4-1-fast,49fd01f9-887d-4479-b8ce-771a81ecef4e,2025-11-19,117.334,0.769,0.769,llms/models,a1e3ddcf-d3e4-44a5-9e8f-029a69850875,xAI,xai,23.5,19.5,34.3,0.743,0.637,0.05,0.399,0.296,,,0.343,0.365,0.22,0.144,0.637,0.275,0.2,0.5,,,,,49fd01f9-887d-4479-b8ce-771a81ecef4e|49fd01f9-887d-b8ce-771a81ecef4e|grok-4-1-fast|grok-41-fast|grok-41-fast-non-reasoning,grok-41-fast,x-ai/grok-41-fast,,1763587502.0,"Grok 4.1 Fast is xAI's best agentic tool calling model that shines in real-world use cases like customer support and deep research. 2M context window.

Reasoning can be enabled/disabled using the `reasoning` `enabled` parameter in the API. [Learn more in our docs](https://openrouter.ai/docs/use-cases/reasoning-tokens#controlling-reasoning-tokens)",2000000.0,,"[""include_reasoning"",""logprobs"",""max_tokens"",""reasoning"",""response_format"",""seed"",""structured_outputs"",""temperature"",""tool_choice"",""tools"",""top_logprobs"",""top_p""]",,text+image->text,"[""text"",""image""]","[""text""]",Grok,,0.0000002,0.0000005,,,,0.00000005,,2000000.0,30000.0,False,0.7,0.95,,0.005,,,grok-41-fast|x-ai/grok-41-fast|xai-grok-41-fast,grok-41-fast
2026-02-23,grok-4-fast,medium,True,True,Grok 4 Fast (Non-reasoning),grok-4-fast,xAI: Grok 4 Fast,x-ai/grok-4-fast,x-ai/grok-4-fast,244.0,297.0,9,grok-4-fast,core_name_exact,grok-4-fast,2dbb6dc7-8c40-4b6d-af9c-cf805f83b79a,2025-09-19,174.978,0.68,0.68,llms/models,a1e3ddcf-d3e4-44a5-9e8f-029a69850875,xAI,xai,22.6,19.0,41.3,0.73,0.606,0.05,0.401,0.329,,,0.413,0.377,0.2,0.121,0.637,0.275,0.2,0.5,,,,,2dbb6dc7-8c40-4b6d-af9c-cf805f83b79a|grok-4-fast|grok-4-fast-non-reasoning,grok-4-fast,x-ai/grok-4-fast,,1758240090.0,"Grok 4 Fast is xAI's latest multimodal model with SOTA cost-efficiency and a 2M token context window. It comes in two flavors: non-reasoning and reasoning. Read more about the model on xAI's [news post](http://x.ai/news/grok-4-fast).

Reasoning can be enabled/disabled using the `reasoning` `enabled` parameter in the API. [Learn more in our docs](https://openrouter.ai/docs/use-cases/reasoning-tokens#controlling-reasoning-tokens)",2000000.0,,"[""include_reasoning"",""logprobs"",""max_tokens"",""reasoning"",""response_format"",""seed"",""structured_outputs"",""temperature"",""tool_choice"",""tools"",""top_logprobs"",""top_p""]",,text+image->text,"[""text"",""image""]","[""text""]",Grok,,0.0000002,0.0000005,,,,0.00000005,,2000000.0,30000.0,False,,,,0.005,,,grok-4-fast|x-ai/grok-4-fast|xai-grok-4-fast,grok-4-fast
2026-02-23,grok-code-fast-1,high,True,True,Grok Code Fast 1,grok-code-fast-1,xAI: Grok Code Fast 1,x-ai/grok-code-fast-1,x-ai/grok-code-fast-1,247.0,299.0,11,grok-code-fast-1,core_name_exact,grok-code-fast-1,a06bd3fc-86db-4a8e-ae6d-7459444d08c9,2025-08-28,330.669,7.086,7.086,llms/models,a1e3ddcf-d3e4-44a5-9e8f-029a69850875,xAI,xai,28.7,23.7,43.3,0.793,0.727,0.075,0.657,0.362,,,0.433,0.414,0.483,0.174,0.757,0.525,0.2,1.5,,,,,a06bd3fc-86db-4a8e-ae6d-7459444d08c9|grok-code-fast-1,grok-code-fast-1,x-ai/grok-code-fast-1,,1756238927.0,"Grok Code Fast 1 is a speedy and economical reasoning model that excels at agentic coding. With reasoning traces visible in the response, developers can steer Grok Code for high-quality work flows.",256000.0,,"[""include_reasoning"",""logprobs"",""max_tokens"",""reasoning"",""response_format"",""seed"",""stop"",""structured_outputs"",""temperature"",""tool_choice"",""tools"",""top_logprobs"",""top_p""]",,text->text,"[""text""]","[""text""]",Grok,,0.0000002,0.0000015,,,,0.00000002,,256000.0,10000.0,False,,,,0.005,,,grok-code-fast-1|x-ai/grok-code-fast-1|xai-grok-code-fast-1,grok-code-fast-1
